source	target	depth
pain in crustaceans	animal cognition	5
pain in crustaceans	cruelty to animals	5
pain in crustaceans	declawing of crabs	5
pain in crustaceans	emotion in animals	5
pain in crustaceans	ethics of uncertain sentience	5
pain in crustaceans	moral status of animals in the ancient world	5
pain in crustaceans	pain and suffering in laboratory animals	5
pain in crustaceans	sentience	5
pain in crustaceans	veganism	5
pain in fish	animal cognition	5
pain in fish	animal consciousness	5
pain in fish	animal cruelty	5
pain in fish	eating live fish	5
pain in fish	ethics of eating meat	5
pain in fish	ethics of uncertain sentience	5
pain in fish	fish intelligence	5
pain in fish	moral status of animals in the ancient world	5
pain in fish	pain and suffering in laboratory animals	5
pain in fish	sentience	5
pain in cephalopods	animal cognition	5
pain in cephalopods	animal consciousness	5
pain in cephalopods	animal cruelty	5
pain in cephalopods	ethics of eating meat	5
pain in cephalopods	ethics of uncertain sentience	5
pain in cephalopods	moral status of animals in the ancient world	5
pain in cephalopods	pain and suffering in laboratory animals	5
pain in cephalopods	sentience	5
pain in animals	animal ethics	5
pain in animals	animal cognition	5
pain in animals	animal welfare	5
pain in animals	animal welfare science	5
pain in animals	bridge locus	5
pain in animals	animal consciousness	5
pain in animals	cruelty to animals	5
pain in animals	emotion in animals	5
pain in animals	ethics of uncertain sentience	5
pain in animals	psychology of eating meat	5
pain in animals	moral status of animals in the ancient world	5
pain in animals	neural correlates of consciousness	5
pain in animals	philosophy of mind	5
pain in animals	three rs (animal research)	5
pain in animals	wild animal suffering	5
pain	feeling	5
pain	hedonic adaptation	5
pain	pain (philosophy)	5
pain	pain and suffering	5
pain (philosophy)	nociception	5
pain (philosophy)	pain	5
pain (philosophy)	pain asymbolia	5
pain (philosophy)	perception	5
pain (philosophy)	suffering	5
psychogenic pain	pain disorder	5
psychogenic pain	psychogenic disease	5
psychogenic pain	psychological trauma	5
psychogenic pain	psychoneuroimmunology	5
psychogenic pain	psychosomatic medicine	5
psychogenic pain	tension myositis syndrome	5
chronic pain	childhood chronic pain	5
chronic pain	dopaminergic pathways	5
chronic pain	neurodegeneration	5
chronic pain	neuroinflammation	5
global catastrophic risk	apocalyptic and post-apocalyptic fiction	5
global catastrophic risk	artificial intelligence arms race	5
global catastrophic risk	cataclysmic pole shift hypothesis	5
global catastrophic risk	katechon	5
global catastrophic risk	community resilience	5
global catastrophic risk	doomsday cult	5
global catastrophic risk	eschatology	5
global catastrophic risk	extreme risk	5
global catastrophic risk	failed state	5
global catastrophic risk	fermi paradox	5
global catastrophic risk	foresight (psychology)	5
global catastrophic risk	future of earth	5
global catastrophic risk	future of the solar system	5
global catastrophic risk	climate engineering	5
global catastrophic risk	global risks report	5
global catastrophic risk	great filter	5
global catastrophic risk	holocene extinction	5
global catastrophic risk	impact event	5
global catastrophic risk	nuclear proliferation	5
global catastrophic risk	outside context problem	5
global catastrophic risk	planetary boundaries	5
global catastrophic risk	rare events	5
global catastrophic risk	the sixth extinction: an unnatural history	5
global catastrophic risk	social degeneration	5
global catastrophic risk	societal collapse	5
global catastrophic risk	societal transformation	5
global catastrophic risk	speculative evolution	5
global catastrophic risk	suffering risks	5
global catastrophic risk	survivalism	5
global catastrophic risk	tail risk	5
global catastrophic risk	the precipice: existential risk and the future of humanity	5
global catastrophic risk	timeline of the far future	5
global catastrophic risk	ultimate fate of the universe	5
global catastrophic risk	world scientists' warning to humanity	5
existential risk from artificial general intelligence	appeal to probability	5
existential risk from artificial general intelligence	ai alignment	5
existential risk from artificial general intelligence	ai safety	5
existential risk from artificial general intelligence	butlerian jihad	5
existential risk from artificial general intelligence	effective altruism	5
existential risk from artificial general intelligence	gray goo	5
existential risk from artificial general intelligence	human compatible	5
existential risk from artificial general intelligence	lethal autonomous weapon	5
existential risk from artificial general intelligence	instrumental convergence	5
existential risk from artificial general intelligence	philosophy of artificial intelligence	5
existential risk from artificial general intelligence	robot ethics	5
existential risk from artificial general intelligence	statement on ai risk of extinction	5
existential risk from artificial general intelligence	superintelligence: paths, dangers, strategies	5
existential risk from artificial general intelligence	suffering risks	5
existential risk from artificial general intelligence	system accident	5
ai control problem	ai safety	5
ai control problem	artificial intelligence detection software	5
ai control problem	statement on ai risk of extinction	5
ai control problem	existential risk from artificial general intelligence	5
ai control problem	ai takeover	5
ai control problem	ai capability control	5
ai control problem	reinforcement learning from human feedback	5
ai control problem	regulation of artificial intelligence	5
ai control problem	artificial wisdom	5
ai control problem	hal 9000	5
ai control problem	multivac	5
ai control problem	open letter on artificial intelligence	5
ai control problem	toronto declaration	5
ai control problem	asilomar conference on beneficial ai	5
ethics of terraforming	suffering risks	5
ethics of terraforming	space ethics	5
ethics of artificial intelligence	ai takeover	5
ethics of artificial intelligence	artificial consciousness	5
ethics of artificial intelligence	artificial general intelligence	5
ethics of artificial intelligence	computer ethics	5
ethics of artificial intelligence	dead internet theory	5
ethics of artificial intelligence	effective altruism	5
ethics of artificial intelligence	ethics of uncertain sentience	5
ethics of artificial intelligence	existential risk from artificial general intelligence	5
ethics of artificial intelligence	human compatible	5
ethics of artificial intelligence	personhood	5
ethics of artificial intelligence	philosophy of artificial intelligence	5
ethics of artificial intelligence	regulation of artificial intelligence	5
ethics of artificial intelligence	robotic governance	5
ethics of artificial intelligence	superintelligence: paths, dangers, strategies	5
ethics of artificial intelligence	suffering risks	5
genetic fallacy	appeal to novelty	5
genetic fallacy	chronological snobbery	5
genetic fallacy	etymological fallacy	5
genetic fallacy	not invented here	5
earth jurisprudence	common heritage of humanity	5
earth jurisprudence	ecological civilization	5
earth jurisprudence	environmental personhood	5
earth jurisprudence	rights of nature	5
earth jurisprudence	scale (analytical tool)	5
earth jurisprudence	anthropogenic metabolism	5
ecocentrism	deep ecology	5
ecocentrism	earth liberation	5
ecocentrism	ecosophy	5
ecocentrism	embodied energy	5
ecocentrism	environmentalism	5
ecocentrism	ecological humanities	5
ecocentrism	gaia hypothesis	5
ecocentrism	holocentric	5
ecocentrism	sentiocentrism	5
ecocentrism	social ecology (bookchin)	5
ecocentrism	technocentrism	5
veganism	ahimsa	5
veganism	al-ma'arri	5
veganism	buddhist cuisine	5
veganism	raw veganism	5
veganism	sustainable food system	5
veganism	vegan nutrition	5
veganism	vegan school meal	5
deep ecology	biocentrism (ethics)	5
deep ecology	biophilia hypothesis	5
deep ecology	biotic ethics	5
deep ecology	coupled human-environment system	5
deep ecology	earth liberation	5
deep ecology	ecocentrism	5
deep ecology	ecofascism	5
deep ecology	ecological civilization	5
deep ecology	ecosocialism	5
deep ecology	ecosophy	5
deep ecology	gaianism	5
deep ecology	intrinsic value (animal ethics)	5
deep ecology	negative population growth	5
deep ecology	openairphilosophy	5
deep ecology	voluntary human extinction movement	5
deep ecology	hierarchy theory	5
deep ecology	scale (analytical tool)	5
carnism	food studies	5
carnism	moral psychology	5
carnism	non-vegetarian	5
carnism	psychology of eating meat	5
carnism	speciesism	5
carnism	taboo food and drink	5
carnism	veganism	5
critical animal studies	animal–industrial complex	5
critical animal studies	animal rights	5
critical animal studies	engaged theory	5
critical animal studies	veganarchism	5
critical animal studies	ecofeminism	5
biocentrism (ethics)	anarcho-primitivism	5
biocentrism (ethics)	animal cognition	5
biocentrism (ethics)	biodiversity	5
biocentrism (ethics)	biophilia hypothesis	5
biocentrism (ethics)	biotic ethics	5
biocentrism (ethics)	deep ecology	5
biocentrism (ethics)	earth jurisprudence	5
biocentrism (ethics)	ecoauthoritarianism	5
biocentrism (ethics)	ecocentrism	5
biocentrism (ethics)	eco-nationalism	5
biocentrism (ethics)	environmental philosophy	5
biocentrism (ethics)	gaia hypothesis	5
biocentrism (ethics)	gaia philosophy	5
biocentrism (ethics)	green anarchism	5
biocentrism (ethics)	green conservatism	5
biocentrism (ethics)	green libertarianism	5
biocentrism (ethics)	intrinsic value (animal ethics)	5
biocentrism (ethics)	neo-luddite	5
biocentrism (ethics)	painism	5
biocentrism (ethics)	primitivism	5
biocentrism (ethics)	religion and environmentalism	5
biocentrism (ethics)	sentiocentrism	5
biocentrism (ethics)	speciesism	5
biocentrism (ethics)	stewardship (theology)	5
antinaturalism (politics)	appeal to nature	5
antinaturalism (politics)	gender essentialism	5
antinaturalism (politics)	morphological freedom	5
antinaturalism (politics)	predation problem	5
antinaturalism (politics)	wild animal suffering	5
animal trial	cadaver synod	5
animal trial	damnatio ad bestias	5
animal trial	topsy (elephant)	5
animal trial	mary (elephant)	5
animal trial	tyke (elephant)	5
painism	sentiocentrism	5
ahimsa	anekantavada	5
ahimsa	animal rights	5
ahimsa	civil resistance	5
ahimsa	consistent life ethic	5
ahimsa	ethics	5
ahimsa	gandhism	5
ahimsa	golden rule	5
ahimsa	history of vegetarianism	5
ahimsa	human rights	5
ahimsa	karuṇā	5
ahimsa	nonkilling	5
ahimsa	nonresistance	5
ahimsa	nonviolence	5
ahimsa	pacifism	5
ahimsa	satyagraha	5
ahimsa	veganism	5
ahimsa	vegetarianism and religion	5
ahimsa	yamas	5
pain asymbolia	physical pain	5
pain asymbolia	psychological pain	5
pain asymbolia	suffering	5
pain asymbolia	congenital insensitivity to pain	5
perception	action-specific perception	5
perception	alice in wonderland syndrome	5
perception	apophenia	5
perception	binding problem	5
perception	embodied cognition	5
perception	change blindness	5
perception	cognitive bias	5
perception	cultural bias	5
perception	experience model	5
perception	feeling	5
perception	generic views	5
perception	ideasthesia	5
perception	introspection	5
perception	model-dependent realism	5
perception	multisensory integration	5
perception	near sets	5
perception	neural correlates of consciousness	5
perception	pareidolia	5
perception	perceptual paradox	5
perception	philosophy of perception	5
perception	proprioception	5
perception	qualia	5
perception	recept	5
perception	samjñā	5
perception	simulated reality	5
perception	simulation	5
perception	transsaccadic memory	5
perception	visual routine	5
asymmetry (population ethics)	antifrustrationism	5
asymmetry (population ethics)	antinatalism	5
asymmetry (population ethics)	natalism	5
asymmetry (population ethics)	negative utilitarianism	5
asymmetry (population ethics)	negative consequentialism	5
asymmetry (population ethics)	person-affecting view	5
asymmetry (population ethics)	suffering-focused ethics	5
consequentialism	charvaka	5
consequentialism	demandingness objection	5
consequentialism	dharma-yuddha	5
consequentialism	effective altruism	5
consequentialism	instrumental and intrinsic value	5
consequentialism	lesser of two evils principle	5
consequentialism	mental reservation	5
consequentialism	mohism	5
consequentialism	omission bias	5
consequentialism	principle of double effect	5
consequentialism	situational ethics	5
consequentialism	utilitarianism	5
consequentialism	welfarism	5
the gospel of wealth	the giving pledge	5
the gospel of wealth	gospel of success	5
transhumanism	android (robot)	5
transhumanism	assisted reproductive technology	5
transhumanism	the beginning of infinity	5
transhumanism	body hacking	5
transhumanism	christian perfection	5
transhumanism	cyberware	5
transhumanism	cyborg	5
transhumanism	digital immortality	5
transhumanism	do-it-yourself biology	5
transhumanism	eclipse phase	5
transhumanism	egotheism	5
transhumanism	fringe science	5
transhumanism	future of humanity institute	5
